ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
2156,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1264,CH101T,SCIENCE OF NATURE,3,Theory,,,8,,8,9,,9,0,0,0,17,18,,35,FF,0,4,0,36,107,416,5.35,6.35,,,F,
2156,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1284,AS107L,STATISTICS & INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,11,902,,11,FF,0,4,0,36,107,416,5.35,6.35,,,F,
2157,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1270,CV103T,APPLIED MECHANICS,2,Theory,,,9,,9,2,,2,0,0,0,11,4,,15,FF,0,2,0,38,115,415,5.75,5.7,,,F,
2159,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,7,,7,0,0,0,19,13,,32,DD,4,2,2,40,129,442,6.45,6.2,,,P,
2163,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1264,CH101T,SCIENCE OF NATURE,3,Theory,,,23,,23,0,,0,0,0,0,23,12,,35,FF,0,5,0,32,101,416,5.05,5.1,,,F,
2163,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,5,,5,0,0,0,13,13,,26,FF,0,5,0,32,101,416,5.05,5.1,,,F,
2166,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,10,,10,0,0,0,21,17,,38,CC,6,2,2,37,150,511,6.82,6.58,,,P,
2170,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,17,,17,6,,6,0,0,0,23,902,,23,FF,0,5,0,29,94,392,4.27,4.3,,,F,
2170,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,6,,6,0,0,0,14,12,,26,FF,0,5,0,29,94,392,4.27,4.3,,,F,
2171,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,6,,6,2,,2,0,0,0,8,22,,30,DD,4,11,2,28,76,356,3.45,4,,,F,
2171,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1089,ME107L,ENGINEERING GRAPHICS,1,Practical,0,0,0,0,0,0,0,0,,,,10,902,,10,FF,0,11,2,28,76,356,3.45,4,,,F,
2171,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,902,,0,5,,5,0,0,0,5,18,,23,FF,0,11,2,28,76,356,3.45,4,,,F,
2171,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,7,,7,5,,5,0,0,0,12,16,,28,FF,0,11,2,28,76,356,3.45,4,,,F,
2171,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,21,,21,2,,2,0,0,0,23,6,,29,FF,0,11,2,28,76,356,3.45,4,,,F,
2173,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,7,,7,6,,6,0,0,0,13,23,,36,CD,5,7,4,37,111,414,5.05,5.4,,,F,
2173,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,20,,20,8,,8,0,0,0,28,10,,38,FF,0,7,4,37,111,414,5.05,5.4,,,F,
2173,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,13,,13,0,0,0,24,17,,41,BC,7,7,4,37,111,414,5.05,5.4,,,F,
2176,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,2,,2,0,0,0,14,18,,32,DD,4,5,2,37,110,415,5,5.65,,,F,
2176,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,13,,13,9,,9,0,0,0,22,8,,30,FF,0,5,2,37,110,415,5,5.65,,,F,
2177,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,17,,17,4,,4,0,0,0,21,10,,31,FF,0,5,2,37,117,434,5.32,5.78,,,F,
2177,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,8,,8,0,0,0,19,22,,41,BC,7,5,2,37,117,434,5.32,5.78,,,F,
2179,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,14,,14,7,,7,0,0,0,21,17,,38,CC,6,2,2,40,150,509,6.82,7,,,P,
2180,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,15,,15,3,,3,0,0,0,18,5,,23,FF,0,3,0,37,141,500,6.41,6.8,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,4,,4,2,,2,0,0,0,6,28,,34,CD,5,14,7,31,75,331,3.41,4.48,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1089,ME107L,ENGINEERING GRAPHICS,1,Practical,0,0,0,0,0,0,0,0,,,,9,902,,9,FF,0,14,7,31,75,331,3.41,4.48,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,902,,0,5,,5,0,0,0,5,10,,15,FF,0,14,7,31,75,331,3.41,4.48,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,8,,8,0,0,0,18,17,,35,CD,5,14,7,31,75,331,3.41,4.48,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,24,,24,902,,0,0,0,0,24,19,,43,DD,4,14,7,31,75,331,3.41,4.48,,,F,
2181,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,19,,19,1,,1,0,0,0,20,4,,24,FF,0,14,7,31,75,331,3.41,4.48,,,F,
2182,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,12,,12,4,,4,0,0,0,16,28,,44,BC,7,7,7,40,149,501,6.77,6.25,,,P,
2182,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,3,,3,0,0,0,16,16,,32,DD,4,7,7,40,149,501,6.77,6.25,,,P,
2182,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,24,,24,4,,4,0,0,0,28,29,,57,BC,7,7,7,40,149,501,6.77,6.25,,,P,
2183,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,20,,20,12,,12,0,0,0,32,13,,45,CD,5,5,5,40,120,431,5.45,6,,,P,
2183,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,7,,7,0,0,0,18,20,,38,CC,6,5,5,40,120,431,5.45,6,,,P,
2184,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,7,,7,5,,5,0,0,0,12,25,,37,CD,5,2,2,40,138,467,6.27,6.28,,,P,
2203,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,6,,6,5,,5,0,0,0,11,3,,14,FF,0,3,0,37,111,400,5.05,6,,,F,
2205,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,7,,7,0,0,0,15,12,,27,FF,0,4,1,37,121,445,5.5,6,,,F,
2205,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1284,AS107L,STATISTICS & INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,7,902,,7,FF,0,4,1,37,121,445,5.5,6,,,F,
2205,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1285,HP108L,FUNCTIONAL ENGLISH,1,Practical,0,0,0,0,0,0,0,0,,,,,25,,25,CC,6,4,1,37,121,445,5.5,6,,,F,
2206,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,21,,21,7,,7,0,0,0,28,16,,44,DD,4,8,5,31,121,438,5.5,5.3,,,F,
2206,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,11,,11,0,0,0,23,15,,38,CC,6,8,5,31,121,438,5.5,5.3,,,F,
2206,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,15,,15,1,,1,0,0,0,16,3,,19,FF,0,8,5,31,121,438,5.5,5.3,,,F,
2213,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,15,,15,0,0,0,26,13,,39,CC,6,2,2,40,125,445,5.68,6.53,,,P,
2217,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,22,,22,13,,13,0,0,0,35,20,,55,BC,7,3,3,40,162,532,7.36,7.1,,,P,
2218,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,22,,22,7,,7,0,0,0,29,12,,41,DD,4,6,3,34,114,440,5.18,5.53,,,F,
2218,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,26,,26,4,,4,0,0,0,30,7,,37,FF,0,6,3,34,114,440,5.18,5.53,,,F,
2221,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,4,,4,0,0,0,17,11,,28,FF,0,2,0,38,103,412,4.68,5.25,,,F,
2222,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,8,,8,9,,9,0,0,0,17,23,,40,CC,6,4,2,35,122,438,5.55,6.18,,,F,
2222,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,9,,9,0,0,0,18,9,,27,FF,0,4,2,35,122,438,5.55,6.18,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,8,,8,2,,2,0,0,0,10,23,,33,DD,4,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1089,ME107L,ENGINEERING GRAPHICS,1,Practical,0,0,0,0,0,0,0,0,,,,23,902,,23,CD,5,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,25,,25,7,,7,0,0,0,32,17,,49,CD,5,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,8,,8,0,0,0,18,12,,30,DD,4,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,9,,9,8,,8,0,0,0,17,27,,44,DD,4,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,16,,16,4,,4,0,0,0,20,6,,26,FF,0,15,11,31,85,359,3.86,4.2,,,F,
2223,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1284,AS107L,STATISTICS & INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,8,902,,8,FF,0,15,11,31,85,359,3.86,4.2,,,F,
2224,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,20,,20,7,,7,0,0,0,27,10,,37,FF,0,11,0,24,76,369,3.45,4.1,,,F,
2224,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,5,,5,0,0,0,14,3,,17,FF,0,11,0,24,76,369,3.45,4.1,,,F,
2224,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,10,,10,4,,4,0,0,0,14,1,,15,FF,0,11,0,24,76,369,3.45,4.1,,,F,
2224,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,8,,8,0,,0,0,0,0,8,0,,8,FF,0,11,0,24,76,369,3.45,4.1,,,F,
2226,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,23,,23,6,,6,0,0,0,29,16,,45,CD,5,8,3,33,90,396,4.09,4.93,,,F,
2226,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,4,,4,0,0,0,12,3,,15,FF,0,8,3,33,90,396,4.09,4.93,,,F,
2226,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,20,,20,7,,7,0,0,0,27,10,,37,FF,0,8,3,33,90,396,4.09,4.93,,,F,
2227,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1089,ME107L,ENGINEERING GRAPHICS,1,Practical,0,0,0,0,0,0,0,0,,,,21,902,,21,DD,4,4,1,37,102,401,4.64,5.85,,,F,
2227,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,17,,17,902,,0,0,0,0,17,9,,26,FF,0,4,1,37,102,401,4.64,5.85,,,F,
2229,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,9,,9,5,,5,0,0,0,14,21,,35,CD,5,10,4,28,100,428,4.55,4.58,,,F,
2229,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,23,,23,0,,0,0,0,0,23,6,,29,FF,0,10,4,28,100,428,4.55,4.58,,,F,
2229,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,9,,9,0,0,0,18,12,,30,DD,4,10,4,28,100,428,4.55,4.58,,,F,
2229,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,16,,16,4,,4,0,0,0,20,9,,29,FF,0,10,4,28,100,428,4.55,4.58,,,F,
2230,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,23,,23,7,,7,0,0,0,30,21,,51,CC,6,6,3,31,108,424,4.91,5.03,,,F,
2230,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,19,,19,7,,7,0,0,0,26,8,,34,FF,0,6,3,31,108,424,4.91,5.03,,,F,
2231,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,10,,10,0,0,0,21,7,,28,FF,0,3,0,37,97,399,4.41,5.05,,,F,
2231,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1272,ET104T,EMERGING TECHNOLOGIES,1,Theory,,,,,,,,,0,0,0,,902,,0,FF,0,3,0,37,97,399,4.41,5.05,,,F,
2234,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,9,,9,6,,6,0,0,0,15,29,,44,BC,7,7,5,36,117,446,5.32,5.43,,,F,
2234,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,19,,19,4,,4,0,0,0,23,21,,44,DD,4,7,5,36,117,446,5.32,5.43,,,F,
2234,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,6,,6,0,0,0,17,8,,25,FF,0,7,5,36,117,446,5.32,5.43,,,F,
2236,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,21,,21,15,,15,0,0,0,36,10,,46,CD,5,8,6,33,108,427,4.91,5.18,,,F,
2236,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,5,,5,0,0,0,16,11,,27,FF,0,8,6,33,108,427,4.91,5.18,,,F,
2236,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,14,,14,2,,2,0,0,0,16,24,,40,DD,4,8,6,33,108,427,4.91,5.18,,,F,
2237,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1264,CH101T,SCIENCE OF NATURE,3,Theory,,,19,,19,902,,0,0,0,0,19,6,,25,FF,0,8,0,27,86,352,4.3,4.73,,,F,
2237,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,6,,6,902,,0,0,0,0,6,5,,11,FF,0,8,0,27,86,352,4.3,4.73,,,F,
2237,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,7,,7,6,,6,0,0,0,13,5,,18,FF,0,8,0,27,86,352,4.3,4.73,,,F,
2238,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1270,CV103T,APPLIED MECHANICS,2,Theory,,,12,,12,2,,2,0,0,0,14,21,,35,CD,5,5,2,37,116,421,5.8,5.8,,,F,
2238,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,0,,0,8,,8,0,0,0,8,12,,20,FF,0,5,2,37,116,421,5.8,5.8,,,F,
2239,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,24,,24,10,,10,0,0,0,34,11,,45,CD,5,6,3,31,117,438,5.32,5.23,,,F,
2239,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,12,,12,5,,5,0,0,0,17,6,,23,FF,0,6,3,31,117,438,5.32,5.23,,,F,
2240,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1264,CH101T,SCIENCE OF NATURE,3,Theory,,,16,,16,7,,7,0,0,0,23,12,,35,FF,0,6,3,37,116,428,5.8,5.83,,,F,
2240,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,24,,24,9,,9,0,0,0,33,12,,45,CD,5,6,3,37,116,428,5.8,5.83,,,F,
2242,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1088,ME107T,ENGINEERING GRAPHICS,2,Theory,,,7,,7,2,,2,0,0,0,9,27,,36,CD,5,13,2,20,73,359,3.32,3.53,,,F,
2242,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,25,,25,0,,0,0,0,0,25,1,,26,FF,0,13,2,20,73,359,3.32,3.53,,,F,
2242,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,4,,4,0,0,0,17,1,,18,FF,0,13,2,20,73,359,3.32,3.53,,,F,
2242,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,12,,12,0,,0,0,0,0,12,0,,12,FF,0,13,2,20,73,359,3.32,3.53,,,F,
2242,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,15,,15,9,,9,0,0,0,24,2,,26,FF,0,13,2,20,73,359,3.32,3.53,,,F,
2245,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,19,,19,9,,9,0,0,0,28,21,,49,CD,5,6,6,37,123,431,5.59,5.63,,,P,
2245,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,18,,18,10,,10,0,0,0,28,12,,40,DD,4,6,6,37,123,431,5.59,5.63,,,P,
2246,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1262,ET101T,ELECTRICAL & ELECTRONICS ENGINEERING,3,Theory,,,17,,17,10,,10,0,0,0,27,22,,49,CD,5,11,3,27,87,401,3.95,4.7,,,F,
2246,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,4,,4,0,0,0,15,5,,20,FF,0,11,3,27,87,401,3.95,4.7,,,F,
2246,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1276,AS106T,ENGINEERING PHYSICS,3,Theory,,,12,,12,3,,3,0,0,0,15,18,,33,FF,0,11,3,27,87,401,3.95,4.7,,,F,
2246,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,9,,9,8,,8,0,0,0,17,8,,25,FF,0,11,3,27,87,401,3.95,4.7,,,F,
2247,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,9,,9,0,0,0,21,13,,34,CD,5,5,2,31,113,429,5.65,5.68,,,F,
2247,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1283,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,18,,18,4,,4,0,0,0,22,17,,39,FF,0,5,2,31,113,429,5.65,5.68,,,F,
2248,9,17,B. Tech-Department of Mechanical Engineering-Mechanical Engineering-2022-23 (CBCS),1268,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,9,,9,0,0,0,21,10,,31,DD,4,5,2,26,99,381,4.95,4.08,,,F,
